train_loss,train_mae,val_loss,val_mae
7.108234898249308,2.009341469903787,,
5.240485392014185,1.7346782078345617,7.874486650739398,2.0390332213469913
4.182304160793622,1.558136350909869,7.652252014194216,2.0532321333885193
4.249307449658712,1.5667448525627454,6.711537050349372,1.7752975225448608
3.6083615238467854,1.455884591738383,6.337862913097654,1.7566470227071218
3.421476937830448,1.4142956465482712,4.886240552578654,1.65261609852314
2.822683225572109,1.2675661608576774,4.400144236428397,1.468582306589399
2.730635508398215,1.2799329494436582,4.668272154671805,1.5099380442074366
2.576972458263238,1.226528713107109,5.253572872706822,1.5688480521951402
3.0525858889023465,1.308092219630877,5.8480924027306695,1.6748515835830144
2.316110087434451,1.1620649432142576,4.2869264760187695,1.4119205389704024
2.3463957597812017,1.1608632981777192,4.366532992039408,1.4553555931363786
2.0860060380150873,1.1060454751054445,4.140839557562556,1.4044434066329683
1.9491519942879676,1.078897815446059,4.036329035248075,1.387784065944808
1.8652639885743458,1.0483189379175504,4.257892883249691,1.4462948058332716
1.990612338980039,1.065384673078855,3.929679510848863,1.3795055257422584
1.8371995146075883,1.0310545871655146,4.059864787118776,1.4195504018238612
1.5237860505779584,0.9695219834645589,4.431180075875351,1.4738298931292124
1.6116407091418903,0.9697033584117889,3.5684792676142285,1.3452156441552299
1.9601301210621993,1.034861041108767,3.910608383161681,1.3565687601055418
1.5382103105386098,0.9546601188679537,3.855939941746848,1.4162503480911255
1.3704782292246818,0.8829167505105336,4.39912943222693,1.431493729352951
1.4557664319872856,0.915920007477204,4.088577178972108,1.393229427082198
1.376073728998502,0.8883049701650937,4.0970693837319105,1.4046538152865
1.3239362853268781,0.8648281805217266,4.073253244161606,1.3670626005956106
1.320173977315426,0.8566349262992541,3.515625095793179,1.2952499219349451
1.5985756965974967,0.9380610033869743,3.804546110332012,1.3428603357502393
1.149325918406248,0.8153825412193935,3.514392356787409,1.315431494797979
1.399418799082438,0.8783882141113282,3.4820264535290852,1.30111098076616
1.145762803653876,0.7892342083156109,3.2801658787897656,1.2717298801456178
1.3298530901471775,0.8477163486182689,3.8768563866615295,1.3781093188694544
1.0434877775609492,0.763969340423743,3.8903870646442686,1.4023483800036567
0.9982156501462062,0.7460063767929872,3.893849389893668,1.3531605899333954
1.3598236180841923,0.8539002748827139,3.8060123452118466,1.34644473024777
1.0674866370856761,0.7519650183618068,3.4305441513216857,1.2835242663111006
