train_loss,train_mae,val_loss,val_mae
4.149643549919128,1.5234784704446793,,
2.1612068969011307,1.1450775396823882,3.7335618939893,1.481220831131113
2.087026319503784,1.10740485727787,3.480043084457003,1.4412755452353379
1.6922249794006348,1.006318929195404,1.9949469134725373,1.115374256824625
1.8715491712093353,1.0520935660600663,1.8457473845317447,1.0570890317703117
1.1891283795237542,0.8360064953565598,2.0303419787308266,1.1063292458139617
0.9705263209342957,0.7757818853855133,1.7515618143410518,1.0145897762528782
1.0886601833999157,0.7887501367926597,3.0103578320864974,1.3587600609351849
0.8228470531105995,0.7056464898586273,2.5121048997188438,1.234483472232161
0.7600895668566227,0.6663622549176216,1.8772667153128262,1.0363284185014923
0.7064133703708648,0.6240004178881645,1.7234937034804245,0.9883359978938925
0.6681519147753715,0.6300702556967736,2.230328625646131,1.1511813659092476
0.569668530523777,0.5760197180509568,2.4333166993897537,1.1851345793954258
0.5294177882373333,0.5520491227507591,1.7573848854878853,1.0013818247564907
0.6295270125567913,0.5769281911849976,1.7976994874148533,1.0259480024206227
0.4481338361650705,0.49604896679520605,2.0185515777818086,1.0833160075648078
0.5986075472831726,0.5475817707180977,3.2373875543988984,1.3738367516418983
0.3757722522318363,0.4591346743702889,1.5755427654447227,0.9505279279988388
0.4036058010160923,0.4659841448068619,1.9787707349349712,1.0919144482448184
0.3924339745938778,0.45796836346387865,1.9242642624624844,1.0601959310728928
0.3390301980823278,0.42690944582223894,1.7803796015936753,1.0303744283215752
0.3750993720442057,0.45434417709708214,1.6974093631423752,0.9944105621041923
0.26291990097612145,0.38509728759527206,1.5626344084739685,0.9430470240527186
0.2814876276999712,0.3956557834148407,1.8994845110794594,1.0454069036861946
0.2878349936380982,0.3904442726075649,1.6152730954104457,0.966187464779821
0.2051349823176861,0.32911123186349867,1.511328036928999,0.9360928021628281
0.14041838336735965,0.2794131450355053,1.5952662024004707,0.9568768801360295
0.13505826767534018,0.2708214718103409,1.6189993476045543,0.9668920862263647
0.11335585341788829,0.2482207763195038,1.5935895057587788,0.9583733451777491
0.10444309741258621,0.24107133075594903,1.6418632762185459,0.9728395034526957
0.11077785251662135,0.24456700682640076,1.604718680011815,0.9591998591505247
0.10112532977946102,0.23276665948331357,1.6016213153970653,0.9589294606241686
0.10766501069068908,0.24461536347866059,1.614025634938273,0.9603861765614872
0.1119612642750144,0.2438559991121292,1.6037840683912408,0.9588666743245619
0.09699338369071484,0.23081646144390106,1.6377950105173835,0.970502008651865
