train_loss,train_mae,val_loss,val_mae
4.1319547198139706,1.528384370299486,,
2.173897213087632,1.1491329366197953,3.24775750686725,1.336041751007239
1.8259730195769897,1.0561662322053542,3.128147396763476,1.4051816016435623
1.6418631300330162,1.005189170057957,1.9237660076363927,1.059189034005006
1.6530404609556382,0.9962029462823501,2.8852604466180005,1.240724802017212
1.2795423223422124,0.883758142303962,1.7750400888423126,1.0331757615009944
1.129576367827562,0.8122662901878357,1.772498765339454,1.0078785568475723
1.0937788784503937,0.8065450119857605,2.171952741841475,1.1713884621858597
0.8579035760978093,0.7225586763368204,1.8546390533447266,1.0370715943475564
0.87775541555423,0.7126516828743311,1.9052678644657135,1.0726769864559174
0.6468527595011088,0.6214646399021149,2.0685810272892318,1.1048356319467227
0.535383873547499,0.5611643814123594,1.8313061967492104,1.0060827856262524
0.48776256364698595,0.5259359799898587,1.6432072358826797,0.9604631786545118
0.42970787977369934,0.49582507790854347,2.598734905322393,1.1886842201153438
0.49492728008100617,0.5187281997731099,1.969775567452113,1.050944949189822
0.4162203731875007,0.4809283675769201,1.9007154380281766,1.0239857186873753
0.5698676534856741,0.5345324608855523,1.944391595820586,1.0480060776074727
0.48479354911698747,0.5057038149008384,1.9229847292105358,1.0344210118055344
0.41826619816800725,0.4813825568327537,2.0166679825633764,1.0330889324347179
0.3363547779333133,0.4250461651155582,1.9565926839907963,1.0415745824575424
0.3130265251518442,0.4104419458084382,1.9174927547574043,1.047955185174942
0.34412162378430367,0.4177005812525749,2.1031125336885452,1.1038004507621129
0.28039961652113843,0.3908851437557202,2.110158617297808,1.0747657182315986
0.34292906601555073,0.43507581691329295,2.358512078722318,1.0998128280043602
0.2947068910042827,0.40178983959441,2.0337422552208104,1.057203362385432
0.24782533370531523,0.3670060574435271,2.1237368124226728,1.0738388026754062
0.32953725869839007,0.41896705630307013,2.0924073606729507,1.0863714938362439
0.3489683825665942,0.4387674340261863,2.2791666984558105,1.090545783440272
0.3133519295459756,0.4114023750791183,2.1071489254633584,1.0571219424406688
0.22922685821182454,0.3503653130565698,2.0909235551953316,1.0726508051156998
0.22518561114198887,0.3525049015879631,1.9035437765220802,1.0268617644906044
0.3174358560488774,0.4102042850393515,2.016659826040268,1.0330910682678223
0.2331069068481716,0.3440184031541531,2.0464494302868843,1.0383628482619922
0.21701685192350012,0.33832335328826535,1.992123472193877,1.0319127589464188
0.24437480903445527,0.35276348444704825,2.0574024294813475,1.0536133448282878
